otu	statistic	p.value	parameter	method	WM	C	WMR	p.value.adj
Clostridium (OTU 201)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Lachnospiraceae (OTU 211)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Ruminococcaceae (OTU 216)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Lachnospiraceae (OTU 222)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Listeria (OTU 228)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Bacteroides (OTU 237)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Pseudoflavonifractor (OTU 240)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Lachnospiraceae (OTU 241)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Clostridiales (OTU 251)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Bacteroides (OTU 256)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Porphyromonadaceae (OTU 258)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Faecalibacterium (OTU 262)	1.6041189202953403	0.44840454125518575	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Firmicutes (OTU 270)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Olsenella (OTU 274)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Parabacteroides (OTU 275)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Bacteroides (OTU 282)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Bacteroides (OTU 309)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Dialister (OTU 320)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Phascolarctobacterium (OTU 331)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Lachnospiraceae (OTU 340)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Escherichia/Shigella (OTU 342)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Erysipelotrichaceae (OTU 344)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Parasutterella (OTU 356)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Ruminococcaceae (OTU 407)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Lactobacillus (OTU 412)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Clostridium (OTU 424)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Hungatella (OTU 427)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Clostridiales (OTU 436)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Odoribacter (OTU 465)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Akkermansia (OTU 486)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Clostridia (OTU 529)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Lachnospiraceae (OTU 534)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Clostridiales (OTU 638)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Escherichia/Shigella (OTU 675)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Porphyromonadaceae (OTU 822)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Lachnospiraceae (OTU 1120)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Prevotella (OTU 1363)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Porphyromonadaceae (OTU 1608)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Megasphaera (OTU 2010)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Barnesiella (OTU 2117)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Lachnospiraceae (OTU 2623)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Clostridiales (OTU 2699)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Lachnospiraceae (OTU 3094)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Bacteroides (OTU 3209)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Peptostreptococcaceae (OTU 3610)	1.5555555555555338	0.4594258240359317	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Lachnospiraceae (OTU 5114)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Ruminococcaceae (OTU 5321)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Lachnospiraceae (OTU 5409)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Lachnospiraceae (OTU 5716)	1.705882352941454	0.4261596760770434	2	Kruskal-Wallis rank sum test	0	0	0	0.4921122462993577
Lachnospiraceae (OTU 203)	1.5275877792978532	0.4658955136424237	2	Kruskal-Wallis rank sum test	0	0	0	0.4970774968389639
Ruminococcaceae (OTU 153)	1.4766650461838446	0.47791015562919104	2	Kruskal-Wallis rank sum test	0	0	0	0.5078966751980815
Porphyromonadaceae (OTU 10)	1.399793388429681	0.49663660657600794	2	Kruskal-Wallis rank sum test	0	0	0	0.5136966426797639
Lachnospiraceae (OTU 151)	1.399793388429681	0.49663660657600794	2	Kruskal-Wallis rank sum test	0	0	0	0.5136966426797639
Acetatifactor (OTU 165)	1.4448009506833417	0.48558522045241537	2	Kruskal-Wallis rank sum test	0	0	0	0.5136966426797639
Anaerotruncus (OTU 234)	1.399793388429681	0.49663660657600794	2	Kruskal-Wallis rank sum test	0	0	0	0.5136966426797639
Parabacteroides (OTU 245)	1.399793388429681	0.49663660657600794	2	Kruskal-Wallis rank sum test	0	0	0	0.5136966426797639
Bacteroides (OTU 261)	1.399793388429681	0.49663660657600794	2	Kruskal-Wallis rank sum test	0	0	0	0.5136966426797639
Anaerotruncus (OTU 580)	1.399793388429681	0.49663660657600794	2	Kruskal-Wallis rank sum test	0	0	0	0.5136966426797639
Lachnospiraceae (OTU 225)	1.3702690378476272	0.5040224244602759	2	Kruskal-Wallis rank sum test	0	0	0	0.5193539050522235
Lachnospiraceae (OTU 17)	1.2240168000506872	0.5422606982912436	2	Kruskal-Wallis rank sum test	0.006500000000000001	0.006	0.006	0.5566388228671478
Erysipelotrichaceae (OTU 142)	1.1167410423148785	0.5721405956826257	2	Kruskal-Wallis rank sum test	0	0	0	0.5850947223773266
Clostridiales (OTU 137)	0.8422459893047922	0.6563093739014398	2	Kruskal-Wallis rank sum test	0	0	0	0.6686460162680082
Coriobacteriaceae (OTU 182)	0.6450534759357462	0.7243165647949602	2	Kruskal-Wallis rank sum test	0	0	0	0.7297018180648113
Bacteroides (OTU 296)	0.6450534759357462	0.7243165647949602	2	Kruskal-Wallis rank sum test	0	0	0	0.7297018180648113
Turicibacter (OTU 374)	0.6450534759357462	0.7243165647949602	2	Kruskal-Wallis rank sum test	0	0	0	0.7297018180648113
Lachnospiraceae (OTU 104)	0.45094772797266447	0.7981379203188871	2	Kruskal-Wallis rank sum test	0	0	0	0.8010939866904385
Porphyromonadaceae (OTU 6)	0.38274023784570976	0.8258268774256842	2	Kruskal-Wallis rank sum test	0	0	0	0.8258268774256842
Porphyromonadaceae (OTU 15)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Alistipes (OTU 18)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 25)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 48)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridium_sensu (OTU 53)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 67)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 80)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 87)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcus (OTU 93)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 99)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 100)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 105)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 107)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 122)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 130)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 133)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Alistipes (OTU 139)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 146)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Staphylococcus (OTU 156)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 162)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 168)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 170)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 171)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 173)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 175)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 179)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 185)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Firmicutes (OTU 188)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 190)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 193)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 194)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 195)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 196)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Actinobacillus (OTU 202)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Acetatifactor (OTU 206)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 208)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 209)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Firmicutes (OTU 210)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 212)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Corynebacterium (OTU 213)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 214)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 215)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 217)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacillus (OTU 218)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 219)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 220)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lactobacillus (OTU 221)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 223)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 224)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 226)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Dorea (OTU 229)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Streptococcus (OTU 230)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Fusobacterium (OTU 231)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 232)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Pasteurellaceae (OTU 233)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Firmicutes (OTU 235)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Oscillibacter (OTU 236)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 238)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lactobacillales (OTU 242)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 243)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 244)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 246)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Acetatifactor (OTU 247)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 248)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 249)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 250)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Coriobacteriaceae (OTU 252)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 253)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 254)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 255)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Streptococcus (OTU 257)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 259)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Acetatifactor (OTU 263)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Coriobacteriaceae (OTU 265)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 266)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Acidaminococcus (OTU 267)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 269)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 271)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 272)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Blautia (OTU 273)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 276)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Alistipes (OTU 277)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 278)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Firmicutes (OTU 279)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 280)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Aerococcus (OTU 281)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 283)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales_Incertae_Sedis_XIII (OTU 284)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 285)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Veillonellaceae (OTU 286)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 287)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 288)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 290)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 291)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 292)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 293)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lactobacillus (OTU 294)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 297)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Pseudomonas (OTU 298)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Turicibacter (OTU 299)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 300)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 301)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Anaeroplasma (OTU 302)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 303)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroidetes (OTU 304)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 306)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 307)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 308)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 310)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 311)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 312)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 313)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 314)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bradyrhizobium (OTU 315)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 316)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 318)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Roseburia (OTU 319)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 321)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 322)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridia (OTU 323)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 324)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 325)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Streptococcus (OTU 327)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 328)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 330)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Phenylobacterium (OTU 332)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroidales (OTU 333)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroidales (OTU 334)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 335)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Blautia (OTU 336)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 337)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 338)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bilophila (OTU 339)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 341)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 343)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridium_sensu (OTU 345)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Butyrivibrio (OTU 346)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 348)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 349)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Fusobacterium (OTU 350)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 351)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 353)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Streptococcus (OTU 354)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 355)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 360)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroides (OTU 361)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 362)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Terrisporobacter (OTU 363)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 364)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 365)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 366)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroides (OTU 367)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Veillonella (OTU 368)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Blautia (OTU 369)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 370)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Oscillibacter (OTU 371)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 372)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 373)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 375)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 376)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 377)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 378)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 379)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Atopostipes (OTU 380)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 381)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 382)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 383)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Parabacteroides (OTU 384)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 385)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Escherichia/Shigella (OTU 386)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 387)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 388)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridium (OTU 389)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 390)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 391)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Pseudomonas (OTU 392)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Corynebacterium (OTU 393)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 394)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 395)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Barnesiella (OTU 396)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridium_sensu (OTU 397)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Blautia (OTU 398)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 399)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroides (OTU 400)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 401)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Burkholderia (OTU 403)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridium (OTU 405)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 406)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Enterobacteriaceae (OTU 408)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Peptostreptococcaceae (OTU 409)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 410)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 411)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Pseudomonas (OTU 413)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 414)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
