otu	statistic	p.value	parameter	method	WM	C	WMR	p.value.adj
Clostridiales (OTU 35)	13.980582524271842	9.207783047533505e-4	2	Kruskal-Wallis rank sum test	0	0.037000000000000005	0	0.046499304390044204
Bacteria (OTU 43)	14.007782101167313	9.083406808272226e-4	2	Kruskal-Wallis rank sum test	0	0.0175	0	0.046499304390044204
Lachnospiraceae (OTU 71)	13.980582524271842	9.207783047533505e-4	2	Kruskal-Wallis rank sum test	0	0.0075	0	0.046499304390044204
Lachnospiraceae (OTU 73)	14.007782101167313	9.083406808272226e-4	2	Kruskal-Wallis rank sum test	0	0.0035	0	0.046499304390044204
Peptostreptococcaceae (OTU 12)	12.720654121863799	0.0017288011960528845	2	Kruskal-Wallis rank sum test	0.009000000000000001	0	0	0.05338608349605477
Lachnospiraceae (OTU 34)	13.05803571428571	0.0014604395058730596	2	Kruskal-Wallis rank sum test	0	0.0055	0	0.05338608349605477
Ruminococcaceae (OTU 50)	12.585125448028675	0.0018500127944177393	2	Kruskal-Wallis rank sum test	0	0.0035	0	0.05338608349605477
Lachnospiraceae (OTU 29)	12.164579606440071	0.002282943172760842	2	Kruskal-Wallis rank sum test	0	0.008	0	0.05764431511221126
Oscillibacter (OTU 57)	10.869565217391292	0.004362183218783565	2	Kruskal-Wallis rank sum test	0	0.0045000000000000005	0	0.0801055463812982
Ruminococcaceae (OTU 98)	10.964912280701741	0.004159101804709352	2	Kruskal-Wallis rank sum test	0	0.006	0	0.0801055463812982
Lachnospiraceae (OTU 112)	10.964912280701741	0.004159101804709352	2	Kruskal-Wallis rank sum test	0	0.001	0	0.0801055463812982
Ruminococcaceae (OTU 27)	9.957231726283046	0.00688358378867297	2	Kruskal-Wallis rank sum test	0.0025	0.019000000000000003	0	0.11587366044266166
Bacteroides (OTU 1)	9.310471976401178	0.009511668335593226	2	Kruskal-Wallis rank sum test	0.41700000000000004	0.003	0.577	0.1280904669193221
Lachnospiraceae (OTU 41)	9.483438485804419	0.008723635237474343	2	Kruskal-Wallis rank sum test	0	0.0035	5e-4	0.1280904669193221
Lachnospiraceae (OTU 133)	9.316406250000002	0.009483487742962525	2	Kruskal-Wallis rank sum test	0	0.003	0	0.1280904669193221
Lachnospiraceae (OTU 152)	9.035539215686262	0.010913337566224661	2	Kruskal-Wallis rank sum test	0	0.0015	0	0.13778088677358635
Porphyromonadaceae (OTU 8)	8.121827411167496	0.01723326578831382	2	Kruskal-Wallis rank sum test	0	0.368	0	0.13924478756957567
Lachnospiraceae (OTU 47)	8.826366559485528	0.012116546517522751	2	Kruskal-Wallis rank sum test	0.0015	0.009	0	0.13924478756957567
Ruminococcaceae (OTU 54)	8.121827411167496	0.01723326578831382	2	Kruskal-Wallis rank sum test	0	0.002	0	0.13924478756957567
Lachnospiraceae (OTU 85)	8.121827411167496	0.01723326578831382	2	Kruskal-Wallis rank sum test	0	0.0015	0	0.13924478756957567
Lachnospiraceae (OTU 90)	8.205128205128188	0.016530235795273625	2	Kruskal-Wallis rank sum test	0	0.001	0	0.13924478756957567
Ruminococcaceae (OTU 92)	8.142493638676829	0.017056109357628465	2	Kruskal-Wallis rank sum test	0	0.0015	0	0.13924478756957567
Clostridiales (OTU 97)	8.205128205128188	0.016530235795273625	2	Kruskal-Wallis rank sum test	0	0.001	0	0.13924478756957567
Lachnospiraceae (OTU 111)	8.205128205128188	0.016530235795273625	2	Kruskal-Wallis rank sum test	0	0.001	0	0.13924478756957567
Ruminococcaceae (OTU 118)	8.142493638676829	0.017056109357628465	2	Kruskal-Wallis rank sum test	0	0.001	0	0.13924478756957567
Lactobacillus (OTU 13)	7.073529411764703	0.02910734573562894	2	Kruskal-Wallis rank sum test	0.0225	0.0275	0.0085	0.22614168609988639
Lachnospiraceae (OTU 110)	6.757748776508974	0.03408580052674176	2	Kruskal-Wallis rank sum test	5e-4	0.0015	0	0.2550122854222902
Clostridium (OTU 22)	6.681324850299401	0.03541349116285243	2	Kruskal-Wallis rank sum test	0.0055	0.018	0.003	0.2554830433891497
Lachnospiraceae (OTU 4)	5.667404129793508	0.05879478815082585	2	Kruskal-Wallis rank sum test	0.044	0.08249999999999999	0.059000000000000004	0.2969136801616705
Ruminococcaceae (OTU 52)	6.170940170940175	0.04570854192766294	2	Kruskal-Wallis rank sum test	0	0.002	0.001	0.2969136801616705
Lachnospiraceae (OTU 63)	5.8329280155642	0.05412473396964216	2	Kruskal-Wallis rank sum test	0	0.0025	5e-4	0.2969136801616705
Lachnospiraceae (OTU 70)	5.6902356902356805	0.05812741630396011	2	Kruskal-Wallis rank sum test	0.0025	0	0.0045000000000000005	0.2969136801616705
Lachnospiraceae (OTU 77)	5.714285714285717	0.05743261926761727	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.2969136801616705
Anaeroplasma (OTU 89)	5.714285714285717	0.05743261926761727	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.2969136801616705
Bacteria (OTU 108)	5.6962025316455724	0.05795425619979247	2	Kruskal-Wallis rank sum test	0	0.001	0	0.2969136801616705
Lachnospiraceae (OTU 117)	5.769230769230772	0.055876276279645865	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.2969136801616705
Lachnospiraceae (OTU 121)	5.769230769230772	0.055876276279645865	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.2969136801616705
Lachnospiraceae (OTU 135)	5.6962025316455724	0.05795425619979247	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.2969136801616705
Acetatifactor (OTU 138)	5.714285714285717	0.05743261926761727	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.2969136801616705
Firmicutes (OTU 188)	5.714285714285717	0.05743261926761727	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.2969136801616705
Clostridiales (OTU 91)	5.479280510018213	0.06459357993075746	2	Kruskal-Wallis rank sum test	0.001	0	0	0.3182415401466587
Lachnospiraceae (OTU 20)	5.373892171344167	0.06808855880972779	2	Kruskal-Wallis rank sum test	0.019	0.008	0.0115	0.32747354475154794
Acetatifactor (OTU 79)	5.310374149659865	0.07028568875198794	2	Kruskal-Wallis rank sum test	0.0015	5e-4	0	0.3301792820442225
Lachnospiraceae (OTU 94)	5.139138240574508	0.07656853014345154	2	Kruskal-Wallis rank sum test	0.003	5e-4	0	0.35151916111311843
Acetatifactor (OTU 55)	5.0565428109854595	0.07979683751155146	2	Kruskal-Wallis rank sum test	0	0.004	0	0.3581991372740755
Lachnospiraceae (OTU 75)	4.763458401305059	0.09239067728095449	2	Kruskal-Wallis rank sum test	0.0015	0	0	0.4057155828424523
Lachnospiraceae (OTU 66)	4.69812925170068	0.09545840979799448	2	Kruskal-Wallis rank sum test	0	0.0015	5e-4	0.4102680591318061
Porphyromonadaceae (OTU 14)	4.190647482014383	0.12303040721802376	2	Kruskal-Wallis rank sum test	0.14350000000000002	0	0	0.47417624600035513
Blautia (OTU 19)	3.670886075949362	0.15954280258793016	2	Kruskal-Wallis rank sum test	0	0	5e-4	0.47417624600035513
Ruminococcaceae (OTU 37)	4.062499999999999	0.13117145431019434	2	Kruskal-Wallis rank sum test	0	5e-4	5e-4	0.47417624600035513
Erysipelotrichaceae (OTU 39)	4.103960396039603	0.12848023521675914	2	Kruskal-Wallis rank sum test	0.001	0	0	0.47417624600035513
Clostridium (OTU 51)	3.6641221374045796	0.16008328487600215	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.47417624600035513
Lachnospiraceae (OTU 62)	3.6272141706924317	0.1630648857423265	2	Kruskal-Wallis rank sum test	0	0.002	0.0085	0.47417624600035513
Lachnospiraceae (OTU 83)	3.946428571428571	0.139009321671618	2	Kruskal-Wallis rank sum test	0	0	5e-4	0.47417624600035513
Lachnospiraceae (OTU 84)	3.926470588235295	0.14040343889761292	2	Kruskal-Wallis rank sum test	0	0.001	0	0.47417624600035513
Lachnospiraceae (OTU 88)	3.5555555555555425	0.16901331540606718	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Firmicutes (OTU 96)	3.5555555555555425	0.16901331540606718	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Ruminococcaceae (OTU 101)	3.815038071065979	0.14844822488104903	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.47417624600035513
Enterorhabdus (OTU 109)	4.2630744849445295	0.11865475245814999	2	Kruskal-Wallis rank sum test	5e-4	0.0025	5e-4	0.47417624600035513
Firmicutes (OTU 129)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Ruminococcaceae (OTU 143)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Ruminococcaceae (OTU 147)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Lachnospiraceae (OTU 151)	3.9369541484716004	0.1396694004578473	2	Kruskal-Wallis rank sum test	5e-4	0	5e-4	0.47417624600035513
Firmicutes (OTU 155)	3.5555555555555425	0.16901331540606718	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Lachnospiraceae (OTU 160)	3.5555555555555425	0.16901331540606718	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Lachnospiraceae (OTU 164)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Bacteria (OTU 168)	3.5555555555555425	0.16901331540606718	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Porphyromonadaceae (OTU 194)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Clostridiales (OTU 195)	3.5555555555555425	0.16901331540606718	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Bacteria (OTU 223)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Coriobacteriaceae (OTU 265)	3.5555555555555425	0.16901331540606718	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Lachnospiraceae (OTU 287)	3.5714285714285583	0.16767724875179818	2	Kruskal-Wallis rank sum test	0	0	0	0.47417624600035513
Lachnospiraceae (OTU 68)	3.483502538071062	0.17521328617279244	2	Kruskal-Wallis rank sum test	0	0	0.0015	0.484836764478138
Turicibacter (OTU 5)	3.243343195266274	0.1975681684207276	2	Kruskal-Wallis rank sum test	0.034	0.0775	0.045	0.5064302511234003
Lachnospiraceae (OTU 42)	3.1128404669260683	0.21088965730306464	2	Kruskal-Wallis rank sum test	0.0095	0	0	0.5064302511234003
Lachnospiraceae (OTU 64)	3.023218829516532	0.2205547281294429	2	Kruskal-Wallis rank sum test	0	0	5e-4	0.5064302511234003
Ruminococcaceae (OTU 65)	3.2142857142857206	0.20045953818931483	2	Kruskal-Wallis rank sum test	0	0	5e-4	0.5064302511234003
Acetatifactor (OTU 78)	3.108974358974344	0.21129771266303557	2	Kruskal-Wallis rank sum test	0	0	5e-4	0.5064302511234003
Lachnospiraceae (OTU 81)	3.2776717557251853	0.19420599024232735	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.5064302511234003
Lachnospiraceae (OTU 86)	3.2532751091703003	0.19658948546123753	2	Kruskal-Wallis rank sum test	0	0.001	0	0.5064302511234003
Oscillibacter (OTU 119)	3.220588235294116	0.19982883224522718	2	Kruskal-Wallis rank sum test	0	0.001	0	0.5064302511234003
Blautia (OTU 132)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5064302511234003
Lachnospiraceae (OTU 148)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5064302511234003
Lachnospiraceae (OTU 239)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5064302511234003
Lachnospiraceae (OTU 316)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5064302511234003
Lachnospiraceae (OTU 370)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5064302511234003
Lachnospiraceae (OTU 490)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5064302511234003
Lachnospiraceae (OTU 506)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5064302511234003
Clostridiales (OTU 1220)	3.000000000000009	0.22313016014842885	2	Kruskal-Wallis rank sum test	0	0	0	0.5064302511234003
Enterobacteriaceae (OTU 2)	1.7181420233463014	0.42355537760766876	2	Kruskal-Wallis rank sum test	5e-4	0	5e-4	0.5074499313204102
Akkermansia (OTU 3)	2.5411061285500747	0.2806763467835575	2	Kruskal-Wallis rank sum test	0.0565	0.005	0.0545	0.5074499313204102
Porphyromonadaceae (OTU 6)	1.9303797468354458	0.3809108680242601	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Porphyromonadaceae (OTU 7)	2.9565217391304346	0.22803392446903173	2	Kruskal-Wallis rank sum test	0	0.001	0	0.5074499313204102
Porphyromonadaceae (OTU 10)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Lachnospiraceae (OTU 11)	2.2188905547226416	0.32974182560653553	2	Kruskal-Wallis rank sum test	0.016	0.017	0.001	0.5074499313204102
Lachnospiraceae (OTU 16)	1.9877675840978615	0.3701363632012279	2	Kruskal-Wallis rank sum test	0.001	0.0025	0.0055	0.5074499313204102
Lactobacillus (OTU 23)	2.5156942392909927	0.28426535750603316	2	Kruskal-Wallis rank sum test	0.0105	0.009999999999999998	0.0045000000000000005	0.5074499313204102
Lachnospiraceae (OTU 24)	2.5820895522388083	0.2749833369337972	2	Kruskal-Wallis rank sum test	0.0035	0.009	0.005	0.5074499313204102
Lachnospiraceae (OTU 26)	2.021674140508224	0.36391423026382563	2	Kruskal-Wallis rank sum test	0.0045000000000000005	0.0075	0.0035	0.5074499313204102
Lachnospiraceae (OTU 33)	2.822896281800396	0.24378998515397757	2	Kruskal-Wallis rank sum test	5e-4	5e-4	0	0.5074499313204102
Lachnospiraceae (OTU 36)	2.7300150829562617	0.2553787500475569	2	Kruskal-Wallis rank sum test	0.0015	0.0035	0.001	0.5074499313204102
Butyricicoccus (OTU 56)	2.5490196078431366	0.27956797776424863	2	Kruskal-Wallis rank sum test	0.003	0.0025	5e-4	0.5074499313204102
Ruminococcaceae (OTU 59)	2.862035225048921	0.23906552235165757	2	Kruskal-Wallis rank sum test	0.002	0.001	0	0.5074499313204102
Pseudoflavonifractor (OTU 69)	1.8622648902821344	0.3941071528380786	2	Kruskal-Wallis rank sum test	5e-4	0.002	5e-4	0.5074499313204102
Lachnospiraceae (OTU 72)	2.228163992869873	0.3282164445090587	2	Kruskal-Wallis rank sum test	0	0.001	5e-4	0.5074499313204102
Lachnospiraceae (OTU 76)	1.9820127504553748	0.3712029335466921	2	Kruskal-Wallis rank sum test	0	0.001	0	0.5074499313204102
Lachnospiraceae (OTU 82)	2.071428571428574	0.3549727383931216	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Ruminococcus (OTU 93)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Lachnospiraceae (OTU 103)	2.2321428571428514	0.3275641292502442	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Olsenella (OTU 114)	1.66666666666665	0.4345982085070818	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Porphyromonadaceae (OTU 122)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Clostridium (OTU 126)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Lachnospiraceae (OTU 128)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Clostridiales (OTU 130)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Lachnospiraceae (OTU 131)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Clostridiales (OTU 141)	2.071428571428574	0.3549727383931216	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Lachnospiraceae (OTU 144)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Clostridium (OTU 145)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Lachnospiraceae (OTU 146)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Lachnospiraceae (OTU 149)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
Lachnospiraceae (OTU 150)	1.6666666666666403	0.4345982085070839	2	Kruskal-Wallis rank sum test	0	0	0	0.5074499313204102
